,Unnamed: 0,title,date,stock,sub_category,sub_category_predicted_score,parent_category,parent_predicted_score,TRUE LABEL
487,1413434,UPDATE: Bank of America Raises PT on Zumiez on Adjusted 4Q EPS,2013-03-15 11:12:00-04:00,ZUMZ,Earnings,0.305546641,Company News,0.279141933,
481,1291307,"Shares of several grocery, discount store, consumer goods and packaged foods companies are trading higher, as the recent coronavirus outbreak has lead to expected 'stocking up' of staples and packaged food items.",2020-03-19 09:55:00-04:00,UL,Health Crises,0.306856275,Market Trends,0.258676529,
478,1002707,PennantPark Floating Rate Capital Amends Credit Facility ,2013-04-01 16:16:00-04:00,PFLT,Fund Activities,0.307571113,Company News,0.444804221,
439,56307,"AK Steel Reports Q4 ESP $0.30 vs. Prior Year Quarter $0.07, Rev. $1.54B",2016-01-26 08:32:00-05:00,AKS,Earnings,0.308215439,Company News,0.533913016,
2,952152,ONEOK Partners to Participate in Bakken Day,2010-08-04 16:22:00-04:00,OKS,Employment,0.310161769,Company News,0.428684235,
317,1056455,Market Update: U.S. Equity Markets are Mixed Going into the Close,2012-01-20 15:55:00-05:00,QQQ,Stock Trends,0.310950607,Market Trends,0.560932994,
139,1109541,Cisco's (Nasdaq: CSCO) Huge Miss Bodes Well For This Stock,2010-11-11 17:05:00-05:00,RVBD,Stock Trends,0.311303794,Investment News,0.394415498,
1125,380418,"BTIG Earlier Maintained Buy on Darden Restaurants, Lowered Price Target to $126",2019-12-20 13:27:00-05:00,DRI,Investment Strategies,0.312792212,Investment News,0.476452172,
766,1291649,Ulta Beauty shares are trading higher in sympathy with the overall market as the U.S.-China phase one trade deal is set to be signed on Wednesday.,2020-01-13 14:52:00-05:00,ULTA,Stock Trends,0.312996835,Global Events,0.375138074,
917,1103919,Roadrunner Announces Agreement To Sell Its Prime Distribution Services Business To C.H. Robinson For $225M In Cash,2020-01-28 16:16:00-05:00,RRTS,M&A,0.313574404,Company News,0.579522669,
1015,651565,Intercept Pharma Shares Halted News Pending,2016-04-07 07:05:00-04:00,ICPT,Stock Trends,0.314986795,Company News,0.569164932,
663,708964,UPDATE: Pharmacyclics Announces Will Receive $60M Milestone Payment Related to J&J's Imbruvica Deal,2014-02-12 13:22:00-05:00,JNJ,M&A,0.315589815,Company News,0.448985249,
10,308071,"Jefferies: In Software, 'All Growth Is Not Created Equal'",2015-05-20 16:12:00-04:00,CSOD,Tech Developments,0.316138476,Investment News,0.30403322,
838,910976,Time To Look At Lockheed? (LMT),2010-11-30 10:17:00-05:00,NOC,Stock Trends,0.316548944,Market Trends,0.28532815,
889,1011789,Short Pier One On Housing Double Dip?,2011-05-31 15:08:00-04:00,PIR,Real Estate Trends,0.316625953,Market Trends,0.376869947,
295,924985,Hearing Barclays Says Northern Trust Outlook Is 'Slightly Mute' As CFO Guided Q3 Net Income Flat To Modestly Lower vs Q2,2018-09-13 15:15:00-04:00,NTRS,Earnings,0.316832393,Company News,0.314557254,
1110,129247,"Bank of America Reinstates Buy on AutoZone, Announces $625.00",2017-09-05 09:14:00-04:00,AZO,Banking News,0.317950904,Company News,0.413773626,
974,1314474,Top 4 NASDAQ Stocks In The Grocery Stores Industry With The Highest Operating Margin,2013-07-10 04:17:00-04:00,VLGEA,Stock Trends,0.318029523,Market Trends,0.317450702,
346,1056699,Stocks Plunge; Dow Loses 198,2011-12-08 16:43:00-05:00,QQQ,Stock Trends,0.31921339,Investment News,0.29617691,
1002,730057,"Short Sellers Retreat from Micron Technology, Other Semiconductor Stocks",2013-05-10 13:42:00-04:00,KLAC,Stock Trends,0.320137531,Investment News,0.52135241,
835,27866,"12 Stocks To Watch For August 1, 2018",2018-08-01 04:29:00-04:00,ADP,Stock Trends,0.322374433,Investment News,0.347170472,
433,1113444,Mid-Morning Market Update: Markets Mostly Lower; Halliburton Profit Tops Estimates,2017-07-24 10:13:00-04:00,SAL,Earnings,0.322829783,Market Trends,0.407647282,
751,420256,Top 4 Large-Cap Stocks In The Chemicals-Major Diversified Industry With The Highest Revenue,2013-12-27 04:15:00-05:00,EMN,Earnings,0.323520303,Market Trends,0.312435716,
872,330154,Mid-Afternoon Market Update: NASDAQ Rises Over 100 Points; Amneal Pharmaceuticals Shares Surge On Upbeat Results,2020-05-11 15:02:00-04:00,CYTK,Stock Trends,0.325020075,Company News,0.297332942,
416,508291,"Optical Names Move Lower in Late-Afternoon Trade: Lumentum Down ~$1.20 Over Last Min, Oclaro Down $0.08, Finisar Down ~$0.30",2017-02-07 15:31:00-05:00,FNSR,Stock Trends,0.325254381,Investment News,0.27653423,
378,560623,"Stocks To Watch For November 28, 2012",2012-11-28 02:53:00-05:00,GMCR,Stock Trends,0.32588473,Investment News,0.289819628,
7,1088375,UPDATE: Transocean and Chevron Moving off Lows After Announcing Well in Brazil Not Leaking,2011-11-15 15:15:00-05:00,RIG,Stock Trends,0.327054799,Company News,0.374104112,
972,110540,Stocks To Watch For February 10,2012-02-10 03:05:00-05:00,ATVI,Stock Trends,0.328963906,Investment News,0.297647506,
813,1050940,"13F Filing from Lone Pine Capital Shows Increased Stakes in Priceline, Baidu, Adobe, Mastercard, Liquidated Stakes in Wyndam Worldwide, Qualcomm, Monsanto",2014-08-14 16:35:00-04:00,QCOM,Fund Activities,0.329555631,Investment News,0.424398452,
693,1217111,TDS Sells off to Low of $25.27 on Volume,2016-11-07 10:49:00-05:00,TDS,Tech Developments,0.330788255,Investment News,0.34918046,
614,294540,Cardica Applies CE Mark to Microcutter XPRESS 30 Surgical Cutting and Stapling Device,2011-06-30 14:14:00-04:00,CRDC,Legal & Regulatory,0.331678569,Company News,0.382409871,
875,916563,Mid-Day Market Update: Nanosphere Jumps Following Luminex Deal; Breitburn Energy Partners Shares Drop,2016-05-16 12:06:00-04:00,NR,Stock Trends,0.331956536,Company News,0.277161032,
639,1266437,"5 Stocks To Watch For November 23, 2018",2018-11-23 05:29:00-05:00,TSRI,Stock Trends,0.332484275,Investment News,0.304995686,
157,186583,Buffett Says First Spoke With BofA's Moynihan Wed Morning -CNBC,2011-08-25 09:32:00-04:00,BRK,Banking News,0.332625598,Company News,0.464857072,
400,804231,"Stephens Maintains Overweight, $230 Target On McDonald's After Co. Announced Plant Based Burger Test In Ontario Called The PLT With Beyond Meat; Firm Doesn't See Co. Launching Full Blown Beef Alternative In U.S. In Near Term Due To Supply Chain Reasons",2019-09-26 09:51:00-04:00,MCD,Product Launches,0.333144099,Company News,0.564252555,
273,564303,GNC Shares Move to Session Highs as Traders Circulating Unconfirmed Chatter,2017-02-03 11:28:00-05:00,GNC,Stock Trends,0.3338314,Investment News,0.298859894,
871,187982,"Brown & Brown to Acquire Commercial MGA Assets From The Insurance House, Terms Not Disclosed",2017-01-03 06:30:00-05:00,BRO,M&A,0.333924204,Company News,0.470068544,
593,58270,Five New ETFs That Look They'll Make It,2011-09-21 18:55:00-04:00,ALD,Product Launches,0.33472389,Investment News,0.33052209,Asset Trends
622,483430,Freeport-McMoRan Trading 5.3% Higher on Heavy Volume; Currently at $48.84,2012-01-26 09:38:00-05:00,FCX,Stock Trends,0.336820811,Investment News,0.295205295,
159,649460,"Homeland Security Secretary Johnson Assures Issues at NYSE, United Are Apparently Not Rerlated to 'Nefarious' Activity",2015-07-08 13:21:00-04:00,ICE,Leadership,0.336991251,Company News,0.408238649,
939,186948,UPDATE: Buffet Says US Dollar to Depreciate Over Time,2011-07-07 08:44:00-04:00,BRK,Currency Rates,0.337414384,Investment News,0.421855152,
992,827347,UPDATE: Deutsche Bank Lowers PT on AG Mortgage Investment Trust on Soft 4Q Results,2013-03-06 10:53:00-05:00,MITT,Earnings,0.338796526,Company News,0.37132147,
750,1272407,Televisa Wireless Venture Stalled - Analyst Blog,2010-09-24 14:54:00-04:00,TV,Tech Developments,0.339446306,Company News,0.351726979,
1173,472112,Extreme Networks Appoints Jeff White As CRO,2014-10-01 08:38:00-04:00,EXTR,Leadership,0.339558333,Company News,0.404293954,
768,1347120,"Stocks Which Set New 52-Week High Yesterday, August 7th",2018-08-08 11:01:00-04:00,WDFC,Stock Trends,0.342080176,Investment News,0.368345052,
665,1390490,Technical Alert: Intrexon Corporation At Lowest Level Since January 2016,2017-01-23 11:21:00-05:00,XON,Stock Trends,0.342096627,Investment News,0.364694297,
368,311870,CenturyLink Option Alert: Oct 18 $14 Calls Sweep (29) near the Ask: 736 @ $0.36 vs 15388 OI; Earnings 5/8 After Close Ref=$11.5,2019-05-01 10:36:00-04:00,CTL,Earnings,0.342375904,Investment News,0.450466156,
466,551695,Wedbush Securities Drops Coverage on Pharmasset on Pending Gilead Acquisition,2011-12-16 16:24:00-05:00,GILD,M&A,0.343246937,Investment News,0.374896765,
445,257623,5 Stocks Billionaire Carl Icahn Loves,2011-06-15 16:13:00-04:00,CLX,Investment Strategies,0.343568027,Investment News,0.441958696,
545,867660,"Vail Resorts to Acquire Falls Creek and Hotham Ski Resorts in Victoria, Australia for $A174M",2019-02-22 04:57:00-05:00,MTN,M&A,0.34430635,Company News,0.302531421,
310,1268323,TeleTech Chairman and CEO Acquires Additional 420K Shares of TeleTech Stock via Option Exercise   ,2011-12-19 16:30:00-05:00,TTEC,Leadership,0.344476044,Company News,0.546459377,
840,1333276,February ETF Stats: Growth Resumes,2010-03-04 04:31:00-05:00,VWO,Asset Trends,0.344648272,Market Trends,0.45971936,
627,804302,McDonald's Shares Hit All-Time High Of $206.39,2019-06-25 11:57:00-04:00,MCD,Stock Trends,0.346580118,Company News,0.255509526,
888,716032,Sears' Leading U.S. Retailers Downturn in Canada,2013-11-26 16:12:00-05:00,JWN,Leadership,0.347067505,Company News,0.387709469,
507,342565,Mid-Morning Market Update: Markets Open Lower; Home Depot Profit Tops Views,2016-05-17 10:03:00-04:00,DCM,Earnings,0.347135186,Market Trends,0.345840871,
448,1182082,"Small Caps on the Move:(SSN),(CHGI),(EGY),(SRZ),(TPLM) More Below",2011-01-13 22:37:00-05:00,SSN,Stock Trends,0.348219097,Market Trends,0.313471496,
1020,894610,"Stocks Which Set New 52-Week High Yesterday, August 6th",2018-08-07 11:27:00-04:00,NEO,Stock Trends,0.348291129,Investment News,0.370055825,
1023,927352,NuVasive Trading 25.2% Higher on Heavy Volume; Currently at $20.75,2012-05-01 15:39:00-04:00,NUVA,Stock Trends,0.349440604,Investment News,0.387285382,
362,871539,How The Toshiba-Western Digital Beef Could Be A Boon For Micron Technology,2017-06-30 11:33:00-04:00,MU,M&A,0.349735439,Company News,0.247481555,Tech Developments
1075,679782,"Bank of America Initiates Coverage on Inland Real Estate Corporation at Neutral, Announces $10.50 PO",2013-07-01 06:43:00-04:00,IRC,Banking News,0.35122624,Company News,0.472115308,
232,71266,UPDATE: Jefferies Raises PT to $38 on Ametek on Accretion From Acquisitions  ,2012-07-12 09:35:00-04:00,AME,M&A,0.353489161,Investment News,0.557736158,
370,1233238,"11 Stocks To Watch For February 27, 2019",2019-02-27 04:39:00-05:00,TJX,Stock Trends,0.3541089,Investment News,0.338146389,
940,188887,Shares of several global financial services companies are trading lower amid continued uncertainty around the coronavirus. The pandemic has slowed spending and economic activity which in turn hurts the financial sector.,2020-04-13 10:35:00-04:00,BSBR,Health Crises,0.355803192,Global Events,0.387045681,
152,1109905,Revolution Lighting Technologies to Acquire Value Lighting and Affiliates for $35.6M,2014-03-10 06:32:00-04:00,RVLT,M&A,0.35593909,Company News,0.317032099,
1175,1320353,"Stocks Which Set New 52-Week High Yesterday, September 19th",2018-09-20 11:24:00-04:00,VNOM,Stock Trends,0.356941521,Investment News,0.372660339,
1119,612255,"Stocks Which Set New 52-Week High Yesterday, August 14th",2018-08-15 12:29:00-04:00,HFBC,Stock Trends,0.358248979,Investment News,0.370064914,
540,731,US Stock Futures Up Ahead Of Economic Data ,2011-08-15 07:13:00-04:00,A,Stock Trends,0.358252466,Economic Indicators,0.744973183,
964,1242110,T-Mobile US shares are trading lower after four additional states joined the lawsuit to stop the merger between T-Mobile and Sprint.,2019-06-21 12:54:00-04:00,TMUS,M&A,0.358679712,Company News,0.247694716,
198,1314609,"3 Trending Oil And Gas Stocks Amid Trade War, Middle East Tensions",2019-10-17 16:55:00-04:00,VLO,Commodity Prices,0.358902216,Global Events,0.559688568,
1024,246377,Mid-Day Market Update: RH Surges After Strong Results; Barnes & Noble Shares Slide,2017-09-07 12:00:00-04:00,CIG,Stock Trends,0.359190673,Market Trends,0.38435334,
1011,285034,"US Stock Futures Higher Ahead Of P&G Earnings, New Home Sales Data",2013-01-25 05:54:00-05:00,COV,Earnings,0.360852152,Economic Indicators,0.366975367,
471,809412,"Market Wrap for Monday, May 20: Stocks Record Very Minor Losses; Greenback Falls Versus Euro ",2013-05-20 16:25:00-04:00,MCP,Stock Trends,0.360889822,Market Trends,0.470037699,
626,1055810,Stocks Pop Then Drop After FOMC ,2012-12-12 18:09:00-05:00,QQQ,Stock Trends,0.361221492,Investment News,0.311905712,
463,591221,"UPDATE: GW Pharma Shares Now Up ~19%, Touched Session High at $100.15",2016-09-07 14:51:00-04:00,GWPH,Stock Trends,0.361779511,Investment News,0.390840799,
381,266199,Crestwood Midstream Partners Reports Q4 Adj. EBITDA $31M,2013-02-26 07:38:00-05:00,CMLP,Earnings,0.362089783,Company News,0.387222201,
976,245373,"Ciena To Buy Packet Design, No Terms Disclosed",2018-05-31 07:00:00-04:00,CIEN,M&A,0.364245504,Company News,0.492948264,
812,1310755,"Viacom Announces Cyma Zarghami to Step Down as President Of Nickelodeon Group, Sarah Levy to Lead Nickelodeon on Interim Basis as Search Process Commences",2018-06-04 14:12:00-04:00,VIA,Leadership,0.364303768,Company News,0.793455124,
630,167789,Barnes & Noble Shares Spike to High on Insider Buy,2015-07-08 12:21:00-04:00,BKS,Stock Trends,0.364996642,Investment News,0.524362683,
443,1284823,7 Most Shorted Airline Stocks Since The 737 Max Grounding,2019-10-16 11:17:00-04:00,UAL,Stock Trends,0.366178423,Market Trends,0.343634397,
573,646610,9 Stocks Moving In Tuesday's After-Hours Session,2020-04-21 16:59:00-04:00,IBKR,Stock Trends,0.367691487,Market Trends,0.329173237,
1162,690625,"MKM Partners Telling Clients To Sell Out Of REITs And Buy Utilities, Sees 'good pair trade' As Long XLU And Short IYR",2015-08-10 09:40:00-04:00,IYR,Fund Activities,0.367973894,Investment News,0.424668044,
509,250540,A Peek Into The Markets: U.S. Stock Futures Rise Ahead Of Economic Reports,2018-03-14 07:18:00-04:00,CLF,Stock Trends,0.368063301,Economic Indicators,0.556889415,
870,756145,Mid-Afternoon Market Update: NASDAQ Jumps 4%; Guess? Shares Climb On Earnings Beat,2020-03-19 14:59:00-04:00,LEN,Earnings,0.371236265,Market Trends,0.346344531,
912,610901,4 Stocks Moving In Tuesday's After-Hours Session,2019-08-27 16:37:00-04:00,HEI,Stock Trends,0.372237742,Market Trends,0.340647906,
644,1206577,Synaptics Reports Purchase Of Conexant Systems For ~$300M; Purchase Of Marvell's Multimedia Solutions Unit For ~$95M,2017-06-12 16:31:00-04:00,SYNA,M&A,0.372638851,Company News,0.599036336,
1061,110454,Activision Skylanders Now Available on Kindle Fire HD from Amazon,2012-09-07 09:04:00-04:00,ATVI,Product Launches,0.37274009,Company News,0.433916688,
341,796164,Mastercard Inc. (MA) Still Trading Far Below Its Support Line,2010-05-21 13:33:00-04:00,MA,Stock Trends,0.376340181,Investment News,0.321525753,
1026,68469,"The Week Ahead In Biotech: Conferences, PDUFA Dates, Clinical Trial Readouts And IPOs",2019-06-22 15:07:00-04:00,AMAG,Product Launches,0.376366168,Industry Updates,0.578235447,
1124,859630,Discover Bank Says it Believes Practices Address Concerns,2011-09-28 17:13:00-04:00,MS,Banking News,0.37702027,Company News,0.590460718,
798,461674,Some County ETFs Outperforming Their Home Indexes,2011-11-04 14:30:00-04:00,EWT,Investment Strategies,0.378381789,Investment News,0.26867339,
185,204911,China Automotive Systems Reports Preliminary Q4 Revenue of $100.5M,2011-04-08 09:06:00-04:00,CAAS,Earnings,0.378751993,Company News,0.431675106,
938,861489,MSCI To Buy GMI Ratings For $15M,2014-06-27 08:01:00-04:00,MSCI,M&A,0.378934681,Company News,0.292345524,
785,472970,8-K from EZCorp Shows Reaffirmed Outlook,2014-07-02 17:04:00-04:00,EZPW,Earnings,0.379290789,Company News,0.560639441,
137,854842,Shares of several petroleum companies are trading lower after crude oil prices drop over 3% on concerns of an economic slowdown in China.,2019-01-22 10:44:00-05:00,MRO,Commodity Prices,0.379332304,Company News,0.210666493,
684,834751,"UPDATE: Raymond James Downgrades Merit Medical Systems To Market Perform As Firm Has 'been frustrated with recent execution, and have concerns that the acquisitions over the last few years have increased the complexity of the business'",2019-09-10 12:10:00-04:00,MMSI,M&A,0.380606234,Market Trends,0.256867975,
296,137872,"Shares of several oil and gas companies are trading lower as trade concerns continue to escalate following a new 15% tariff, which was added by President Trump to $112 billion worth of Chinese goods on Sunday.",2019-09-03 10:18:00-04:00,BAS,Commodity Prices,0.383577019,Global Events,0.314397544,
456,45332,"AGNC Investment Filing Shows Registration For Mixed Securities Shelf Offering, No Size Disclosed",2018-06-14 16:39:00-04:00,AGNC,Fund Activities,0.383984476,Investment News,0.376892626,
1138,1382217,"Benzinga Pro Morning Price Check For Sector ETFs: Staples (VDC) Up 0.8%, Energy (XLE) Up 0.7%, Retail ETF (XRT) Up 0.6%, Utilities (VPU) Up 0.6%, Financials (XLF) Up 0.2%, Industrials (VIS) Up 0.1%, Tech (XLK) Up 0.1%",2018-12-28 09:36:00-05:00,XLF,Energy Updates,0.385202736,Industry Updates,0.29833433,
373,213171,"14 Stocks To Watch For July 24, 2019",2019-07-24 04:53:00-04:00,CAT,Stock Trends,0.385331541,Investment News,0.346277654,
600,1412700,"Must Watch Stocks for May 11, 2015",2015-05-11 05:04:00-04:00,ZU,Stock Trends,0.387570053,Investment News,0.591448247,
519,157942,UK CPI batters sterling as risk sees appetite on back of POMOs & US IP,2010-08-18 02:41:00-04:00,BHP,Product Launches,0.387813002,Economic Indicators,0.565410495,
673,441178,Stock Market Slams Into The 50 Moving Average ,2011-06-30 12:22:00-04:00,ETF,Stock Trends,0.388297081,Investment News,0.438613236,
858,566767,Technology and Financials Battle for Market Direction,2011-09-08 12:23:00-04:00,GNW,Tech Developments,0.388299972,Market Trends,0.600830257,
975,204418,"Christmas Cards and Photo Cards Retailer Cardstore.com Joins the ""Hope Is In The Cards"" Movement",2009-08-18 14:07:00-04:00,CA,Consumer Sentiment,0.38902986,Market Trends,0.569552958,
299,1358283,Windstream Corporation is Sued by Klausner Technologies for Visual Voicemail Patent Infringement   ,2011-05-10 11:18:00-04:00,WIN,Legal & Regulatory,0.389245003,Company News,0.501817286,
